time,tweet
2020-12-28T19:20:40.000Z,"He has been using this number since a long time . He is an 55 year old govt employee . Kindly help 

Please unban his number 9937335483 . 

Kindly do the needful."
2020-12-28T19:18:16.000Z,"@WhatsApp my father's WhatsApp number has been banned for using it. Before one day his account was showing that the number installed in another device and now it is showing that has banned for WhatsApp .Kindly help . His number is +919937335483

Please help."
2020-10-23T18:22:59.000Z,@santoshsahoo9 @amazonIN @Flipkart @PMOIndia @narendramodi @amazonIN  @Flipkart  @PMOIndia @narendramodi @narendramodi_in
2020-10-23T18:21:44.000Z,"RT @santoshsahoo9: @amazonIN @Flipkart should add filter for ""Country of origin"",It would be easy for customers to select make in India pro…"
2020-03-25T19:46:44.000Z,@VodafoneIN Please DM the updates of MNP
2020-03-25T19:45:19.000Z,"@VodafoneIN I had done MNP for a Vodafone number , please update the status . how long it will take ."
2020-03-25T19:13:54.000Z,@airtelindia I just want a update on the MNP PROCESS . PLEASE HELP
2020-03-25T19:04:36.000Z,@airtelindia MY MNP is under process taking so much time . please resolve
2020-03-23T11:04:37.000Z,"Dear @JioCare  facing issues in network speeds , too slow speed always . please help ."
2020-01-15T20:29:45.000Z,@is_enticing Hi
2020-01-02T05:10:30.000Z,@is_enticing Torrent
2019-08-18T08:26:52.000Z,"https://t.co/LzA4OckFku

#join our #groupforCAT2019 

#GRPUP4SIMCAT
#GROUP4AIMCAT
#DISCUSSION4CLMOCKS
#DISCUSSION4CATMOCKS
#FREEVIDEOS4CAT
#CATQUANT
#CATDILR
#CATVARC

#GROUP #NMAT2019WINDOW1… https://t.co/eWfYBBqN3S"
2019-08-13T10:27:38.000Z,@ravihanda Nice 😍😍
2019-07-21T07:48:34.000Z,@ravihanda 36 72
2019-05-05T00:52:25.000Z,"Dear friends, 
 Plz stand with  odisha...capital of odisha, BHUBANESWAR  and JAGANNATH  dham PURI fully affected  by cyclone  FONI....there z no electricity,… https://t.co/Fe1Ln6QOUN"
2019-04-21T00:39:34.000Z,"Every vote for BJD a vote for Odisha sportspersons and a great future for them. Every vote for BJD is a vote for next generation sports infrastructure in Odisha. #MyVoteForNaveen

#VoteForBJDTwice"
2019-04-20T23:42:26.000Z,"https://t.co/I6Pcs2di61
This kind of service is not expected from a premium brand. I was thinking to purchase Xs , but no after watching this video , no way .

@AppleSupport @Apple @apple"
2019-04-12T17:30:53.000Z,Just posted a photo https://t.co/fqrs79VCYA
2019-04-06T14:29:15.000Z,Just posted a photo https://t.co/Q4OuL2oElj
2019-04-05T17:08:18.000Z,Just posted a video https://t.co/zPECflLgeK
2019-04-03T01:55:34.000Z,Just posted a photo https://t.co/0xIBUC8fMH
2019-03-31T21:05:23.000Z,Just posted a photo https://t.co/UJ43RSvCMk
2019-03-31T11:44:03.000Z,Just posted a photo https://t.co/rJxkLblLip
2019-03-25T20:18:05.000Z,https://t.co/4Cf0cGoW9Z
2019-03-23T12:56:28.000Z,Just posted a photo https://t.co/y1G1DeK8g5
2019-03-16T20:48:13.000Z,"Anyone interested take any plus course at Unacademy 
Use my code code for 10% discount and 10% for unacademy credits.

Referral code:     ipsitsahoo1

P.S : If u want still more discounts pm me."
2019-03-15T17:59:58.000Z,"#Little #cute #cousin @ Bhubaneswar, India https://t.co/Oq9GqD3vGF"
2019-03-14T15:41:31.000Z,"Planning to Crack CAT 2019?
Read on...

Top Educators of India including Arun Sharma ( God of CAT, Famous CAT book author, 20 years experience), Meenakshi… https://t.co/7tV9YPJvUI"
2019-03-13T10:41:05.000Z,"On popular demand and repeated requests, we have slashed the prices of CAT subscription! 
Now get the best of faculties at the best of prices! 
Here are the… https://t.co/Cy1X1B373j"
2019-03-12T06:08:26.000Z,"Maine Kahan Wo Ajnabi Hai

Dil Ne Kahan Ye Dil Ki Lagi Hai

Maine Kahan Wo Sapna Hai

Dil Ne Kahan Phir V Apna Hai

Maine Kahan Wo Do Pal Ki Mulaqat Hai

Dil… https://t.co/0j5S1K1faM"
2019-03-08T14:37:09.000Z,"@tatadocomo  my number 9124176916 is not showing any network i want to replace the Sim , if is recyled to another operator please tell  operator's name ,so that i can get the Sim from that operator ."
2019-03-06T09:00:01.000Z,@reliancejio I have made made recharge twice of 49 but it is not reflected in my jio app.I haven't got any response from customer service after calling twice . Kindly check. @JioCare  @JioChat https://t.co/Q2viGOEUgS
2019-01-26T07:49:26.000Z,"I am among the 🔝 ✔️🆗 &amp; verified educators in unacademy CAT
Follow me for more courses

https://t.co/PjcoLEVxPo"
